Player.Name,Position,Team,GP,MIN,Z_PTS,Z_REB,Z_AST,Z_BLK,Z_STL,Z_FGP,Z_FTP,Z_X3PM,Z_TO,Z_AVG,Tier
Rodney Hood,SGSF,UTH,80,27.9,0.602,-0.494,0.522,-0.67,-0.039,-0.629,0.95,0.929,-0.801,0.041,5
Justise Winslow,SFPF,MIA,81,30.1,-0.313,0.97,-0.044,-0.285,0.212,-0.629,-0.87,-0.871,-0.52,-0.261,5
Marvin Williams,SFPF,CHA,78,30.1,0.107,1.308,-0.397,2.026,-0.039,0.057,0.533,1.079,0.466,0.571,6
Kyle Korver,SGSF,ATL,80,31.1,-0.094,-0.382,0.169,0.1,-0.29,0.086,1.038,1.828,0.043,0.278,6
Harrison Barnes,SFPF,DAL,80,32.9,1.022,0.97,0.239,-0.67,-0.29,0.515,-0.226,0.479,0.043,0.231,6
Courtney Lee,SGSF,NYK,81,28.7,-0.222,-0.551,0.027,-0.285,0.463,0.172,1.304,0.179,0.606,0.188,6
Evan Turner,SGSF,POR,81,31.5,-0.094,0.632,1.724,-0.285,0.212,0,0.583,-1.171,-1.224,0.042,6
Will Barton,SGSF,DEN,74,28.2,0.107,0.238,0.098,0.1,-0.039,-0.229,0.431,-0.271,-0.097,0.038,6
Marcus Morris,SFPF,DET,82,34.2,0.4,0.407,0.31,-0.285,-0.039,-0.171,-0.529,0.329,-0.52,-0.011,6
Jared Dudley,SGSF,PHO,82,0,-0.496,-0.382,-0.044,-0.67,0.212,0.744,-0.403,0.329,0.325,-0.043,6
Matt Barnes,SGSF,SAC,80,24.5,-0.698,-0.213,-0.326,0.485,-0.29,-1.316,0.191,0.029,0.325,-0.201,6
Gordon Hayward,SGSF,UTH,67,35.6,1.59,0.576,1.442,-0.285,1.216,-0.114,0.659,0.929,-1.646,0.485,NA
Danny Green,SGSF,SAS,79,26.3,-0.24,-0.044,0.027,1.641,0.714,-0.772,0.507,1.378,0.325,0.393,NA
Ben Simmons,SFPF,PHI,32,31.2,0.876,1.533,2.361,1.256,0.965,0.458,-1.25,-1.021,-1.927,0.361,NA
Brandon Ingram,SF,LAL,77,31.1,0.62,0.632,0.31,1.641,0.463,-0.572,-0.618,0.629,-0.801,0.256,NA
Nikola Mirotic,SFPF,CHI,78,26.1,0.217,0.688,-0.326,0.871,-0.039,-0.801,0.431,1.378,-0.379,0.227,NA
Khris Middleton,SGSF,MIL,14,20.6,0.071,-0.889,0.381,-1.056,0.463,0.572,1.291,0.329,0.184,0.15,NA
Michael Kidd-Gilchrist,SF,CHA,70,30.1,0.29,1.533,-0.468,0.485,-0.791,2.117,-0.719,-1.321,0.184,0.146,NA
Al-Farouq Aminu,SFPF,POR,81,27.1,-0.204,0.97,-0.326,0.871,0.212,-0.772,-0.226,0.479,-0.097,0.101,NA
Rondae Hollis-Jefferson,SGSF,BKN,78,28.1,-0.533,1.082,-0.114,0.485,1.467,0.315,-0.542,-1.321,0.043,0.098,NA
J.R. Smith,SGSF,FA,78,29.9,0.29,-0.607,-0.114,-0.285,0.463,-0.658,-1.047,1.978,0.325,0.038,NA
Josh Richardson,SGSF,MIA,82,0,-0.112,-0.72,0.169,0.871,-0.039,-0.2,-1.085,0.929,0.184,0,NA
Ersan Ilyasova,SFPF,OKC,75,25.5,-0.039,1.026,-0.821,0.1,-0.541,-0.2,-0.441,0.029,0.747,-0.015,NA
Tony Allen,SGSF,MEM,82,0,-0.405,0.35,-0.539,0.1,2.22,0.658,-1.553,-1.321,0.043,-0.049,NA
Manu Ginobili,SGSF,SAS,75,19.3,-0.387,-0.945,0.805,-0.67,0.212,0.229,0.52,-0.121,-0.238,-0.066,NA
Kyle Anderson,SF,SAS,82,0,-0.862,-0.044,0.239,0.485,0.463,0.201,-0.238,-1.171,0.325,-0.067,NA
Wilson Chandler,SGSF,DEN,72,0,-0.167,0.35,-0.468,-0.285,-0.791,-0.2,0.242,0.179,0.325,-0.091,NA
Jamal Crawford,SGSF,LAC,79,26.8,0.309,-1.339,0.098,-0.67,-0.29,-1.23,1.569,0.629,0.043,-0.098,NA
Andre Iguodala,SGSF,GSW,75,24.8,-0.734,0.012,0.805,-0.285,0.463,0.973,-2.058,-0.421,0.325,-0.102,NA
Michael Beasley,SFPF,MIL,74,26.6,-0.075,0.125,-0.751,0.1,-0.791,1.345,0.28,-1.321,0.043,-0.116,NA
Arron Afflalo,SGSF,SAC,75,27.5,0.236,-0.269,0.027,-1.056,-0.791,-0.086,0.659,0.179,0.043,-0.118,NA
Mirza Teletovic,SFPF,MIL,78,24.3,-0.13,-0.156,-0.609,-0.285,-1.042,-0.429,-0.15,1.079,0.325,-0.155,NA
Wesley Johnson,SGSF,LAC,81,21.1,-0.716,-0.551,-0.821,0.871,0.463,-0.915,-0.681,0.179,0.747,-0.158,NA
P.J. Tucker,SGSF,PHO,76,0,-0.679,0.576,-0.185,-0.67,0.714,-0.686,-0.327,-0.421,0.184,-0.166,NA
Gerald Henderson,SGSF,PHI,78,26.7,0.089,-0.438,0.027,-0.285,-0.29,-0.229,0.09,-0.421,-0.097,-0.173,NA
Quincy Acy,SFPF,DAL,82,0,-1.1,-0.551,-1.034,-0.285,-1.042,2.489,-0.074,-1.171,1.029,-0.193,NA
Bojan Bogdanovic,SGSF,BKN,80,28.3,0.181,-0.382,-0.397,-1.056,-1.042,-0.343,0.874,0.929,-0.52,-0.195,NA
C.J. Miles,SGSF,IND,74,24.7,-0.222,-0.889,-0.821,-0.285,-0.29,-1.201,0.292,0.929,0.606,-0.209,NA
Terrence Jones,SFPF,NOR,82,0,-0.496,0.069,-0.892,1.256,-1.042,0.63,-1.022,-1.021,0.606,-0.213,NA
Terrence Ross,SGSF,TOR,80,24.9,-0.46,-1.001,-0.821,-0.285,-0.541,-0.658,0.318,0.629,0.888,-0.215,NA
Andre Roberson,SGSF,OKC,82,0,-0.99,0.012,-0.751,1.256,-0.039,1.259,-2.741,-0.871,0.888,-0.22,NA
Solomon Hill,SGSF,NOR,82,0,-0.899,-0.438,-0.397,-0.67,-0.29,-0.2,0.988,-0.721,0.466,-0.24,NA
Iman Shumpert,SGSF,CLE,82,0,-0.844,-0.156,-0.185,0.1,0.463,-1.43,-0.213,-0.271,0.325,-0.246,NA
Joe Johnson,SGSF,UTH,72,32.4,-0.295,-0.945,0.381,-1.056,-0.541,0,0.343,0.029,-0.238,-0.258,NA
T.J. Warren,SF,PHO,82,0,-0.515,-0.945,-0.892,-0.67,-0.541,1.574,-0.377,-1.021,1.029,-0.262,NA
Stanley Johnson,SGSF,DET,82,0,-0.295,0.294,-0.044,-0.67,0.212,-1.745,0.608,-0.121,-0.661,-0.269,NA
Jeff Green,SGSF,ORL,81,24.8,-0.258,-0.551,-0.468,0.1,-0.541,-0.457,-0.441,-0.421,0.466,-0.286,NA
Thabo Sefolosha,SGSF,ATL,82,0,-1.1,-0.325,-0.609,0.1,-0.039,1.173,-1.768,-0.871,0.747,-0.299,NA
Omri Casspi,SFPF,SAC,78,26.7,-0.423,0.012,-0.68,-1.056,-0.791,1.03,-1.224,0.029,0.325,-0.309,NA
Jeremy Lamb,SGSF,CHA,82,0,-0.716,-0.663,-0.751,-0.285,-0.791,0.057,0.027,-0.571,0.888,-0.312,NA
Shabazz Muhammad,SGSF,MIN,82,0,0.053,-0.382,-0.892,-1.056,-1.293,1.03,-0.125,-0.871,0.606,-0.325,NA
Doug McDermott,SF,CHI,79,25.4,-0.387,-1.001,-0.892,-1.056,-1.544,0.172,0.886,0.029,0.747,-0.338,NA
Mike Dunleavy,SGSF,CLE,82,0,-0.954,-1.057,-0.68,-0.67,-1.042,-0.143,0.381,0.029,1.029,-0.345,NA
Alonzo Gee,SGSF,NOR,82,0,-1.594,-1.339,-1.034,-1.056,-1.042,2.06,0.849,-1.471,1.169,-0.384,NA
Derrick Williams,SFPF,MIA,82,0,-0.387,-0.382,-0.821,-1.056,-1.042,0.201,-0.365,-0.721,0.747,-0.425,NA
Corey Brewer,SGSF,HOU,82,0,-0.734,-0.832,-0.539,-0.67,0.212,-1.23,0.027,-0.721,0.466,-0.447,NA
Vince Carter,SGSF,MEM,82,0,-0.844,-1.001,-0.751,-0.67,-0.791,-1.602,0.697,-0.121,1.029,-0.451,NA
Lance Thomas,SGSF,NYK,82,0,-0.643,-0.889,-0.751,-1.056,-1.042,-0.086,0.773,-0.871,0.466,-0.455,NA
Gerald Green,SGSF,BOS,82,0,-0.661,-1.226,-0.821,-0.67,-1.042,-1.602,0.596,0.029,0.888,-0.501,NA
Tim Hardaway Jr.,SGSF,ATL,82,0,-0.844,-1.452,-0.68,-1.056,-1.293,-0.801,0.861,-0.271,1.029,-0.501,NA
Reggie Bullock,SGSF,DET,82,0,-1.722,-1.789,-1.175,-1.441,-1.795,0.143,2.82,-1.171,1.592,-0.504,NA
Dion Waiters,SGSF,MIA,78,17.7,-0.478,-1.001,-0.256,-0.67,-0.039,-1.258,-0.706,-0.421,0.184,-0.516,NA
Lance Stephenson,SGSF,NOR,73,19.5,-0.606,-0.72,0.027,-1.056,-1.042,0.372,-0.554,-1.171,-0.097,-0.539,NA
Anthony Morrow,SGSF,OKC,82,0,-0.917,-1.621,-1.104,-1.056,-1.293,-0.658,0.28,0.179,1.31,-0.542,NA
Jerami Grant,SFPF,PHI,79,24.3,-0.789,-0.551,-0.539,1.256,-1.042,-1.201,-1.477,-1.021,0.466,-0.544,NA
Moe Harkless,SF,POR,80,18.2,-1.045,-0.663,-0.892,-0.285,-0.791,0.429,-1.945,-0.871,0.888,-0.575,NA
Jonas Jerebko,SFPF,BOS,82,0,-1.466,-1.001,-0.963,-0.67,-1.544,-0.515,0.583,-1.021,1.169,-0.603,NA
Dante Cunningham,SFPF,NOR,82,0,-1.521,-1.508,-1.104,-0.67,-1.544,-0.486,1.025,-1.171,1.451,-0.614,NA
Marco Belinelli,SGSF,CHA,82,0,-0.844,-1.621,-0.68,-1.441,-1.293,-1.659,1.24,-0.271,0.888,-0.631,NA
Paul Pierce,SFPF,LAC,82,0,-1.192,-1.226,-0.892,-0.67,-1.293,-1.43,0.254,-0.421,1.029,-0.649,NA
Kelly Oubre,SF,WAS,82,0,-1.228,-0.889,-1.246,-1.056,-1.293,-0.658,-1.844,-0.871,0.888,-0.911,NA
Kyle Singler,SGSF,OKC,82,0,-1.356,-1.17,-1.034,-1.056,-1.042,-1.63,-1.553,-0.871,1.029,-0.965,NA
Brandon Rush,SGSF,MIN,82,0,-1.576,-1.452,-1.104,-0.67,-1.544,-1.316,-2.463,-1.021,1.31,-1.093,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
